C:\Users\Lenovo\.conda\envs\d2l_env\python.exe E:\python\大模型应用开发\实验二\nanoGPT-master\train2.py 
初始化 GPU 模型 | 配置：n_layer=6, n_head=8, n_embd=256
number of parameters: 17.60M
num decayed parameter tensors: 26, with 17,629,184 parameters
num non-decayed parameter tensors: 13, with 3,328 parameters
using fused AdamW: True

开始 GPU 训练 | 数据集：tianlong | 总迭代数：5000 | 批次大小：16
【训练】迭代 1371 | 训练损失：2.4504 | 耗时：36.90ms | GPU 利用率：1.92%
【训练】迭代 1372 | 训练损失：2.5690 | 耗时：36.17ms | GPU 利用率：1.92%
【训练】迭代 1373 | 训练损失：2.4384 | 耗时：37.05ms | GPU 利用率：1.92%
【训练】迭代 1374 | 训练损失：2.4624 | 耗时：37.30ms | GPU 利用率：1.92%
【训练】迭代 1375 | 训练损失：2.6251 | 耗时：35.92ms | GPU 利用率：1.93%
【训练】迭代 1376 | 训练损失：2.5089 | 耗时：38.07ms | GPU 利用率：1.92%
【训练】迭代 1377 | 训练损失：2.3953 | 耗时：37.21ms | GPU 利用率：1.92%
【训练】迭代 1378 | 训练损失：2.4031 | 耗时：36.37ms | GPU 利用率：1.92%
【训练】迭代 1379 | 训练损失：2.4827 | 耗时：37.02ms | GPU 利用率：1.92%
【训练】迭代 1380 | 训练损失：2.4975 | 耗时：37.73ms | GPU 利用率：1.92%
【训练】迭代 1381 | 训练损失：2.5120 | 耗时：36.55ms | GPU 利用率：1.92%
【训练】迭代 1382 | 训练损失：2.5427 | 耗时：38.51ms | GPU 利用率：1.91%
【训练】迭代 1383 | 训练损失：2.5729 | 耗时：35.73ms | GPU 利用率：1.92%
【训练】迭代 1384 | 训练损失：2.4987 | 耗时：37.10ms | GPU 利用率：1.92%
【训练】迭代 1385 | 训练损失：2.3847 | 耗时：37.09ms | GPU 利用率：1.92%
【训练】迭代 1386 | 训练损失：2.4883 | 耗时：35.56ms | GPU 利用率：1.92%
【训练】迭代 1387 | 训练损失：2.4524 | 耗时：37.86ms | GPU 利用率：1.92%
【训练】迭代 1388 | 训练损失：2.4714 | 耗时：36.14ms | GPU 利用率：1.92%
【训练】迭代 1389 | 训练损失：2.5223 | 耗时：38.48ms | GPU 利用率：1.91%
【训练】迭代 1390 | 训练损失：2.4200 | 耗时：36.11ms | GPU 利用率：1.92%
【训练】迭代 1391 | 训练损失：2.4056 | 耗时：36.99ms | GPU 利用率：1.92%
【训练】迭代 1392 | 训练损失：2.5082 | 耗时：36.39ms | GPU 利用率：1.92%
【训练】迭代 1393 | 训练损失：2.5190 | 耗时：38.68ms | GPU 利用率：1.91%
【训练】迭代 1394 | 训练损失：2.5448 | 耗时：36.65ms | GPU 利用率：1.92%
【训练】迭代 1395 | 训练损失：2.5380 | 耗时：36.82ms | GPU 利用率：1.92%
【训练】迭代 1396 | 训练损失：2.4290 | 耗时：36.44ms | GPU 利用率：1.92%
【训练】迭代 1397 | 训练损失：2.3613 | 耗时：36.21ms | GPU 利用率：1.92%
【训练】迭代 1398 | 训练损失：2.4256 | 耗时：37.80ms | GPU 利用率：1.92%
【训练】迭代 1399 | 训练损失：2.6266 | 耗时：36.12ms | GPU 利用率：1.92%
【训练】迭代 1400 | 训练损失：2.4536 | 耗时：38.54ms | GPU 利用率：1.91%
【训练】迭代 1401 | 训练损失：2.4956 | 耗时：37.51ms | GPU 利用率：1.91%
【训练】迭代 1402 | 训练损失：2.4690 | 耗时：35.00ms | GPU 利用率：1.92%
【训练】迭代 1403 | 训练损失：2.3123 | 耗时：37.79ms | GPU 利用率：1.92%
【训练】迭代 1404 | 训练损失：2.4821 | 耗时：37.24ms | GPU 利用率：1.92%
【训练】迭代 1405 | 训练损失：2.4335 | 耗时：36.33ms | GPU 利用率：1.92%
【训练】迭代 1406 | 训练损失：2.3121 | 耗时：39.10ms | GPU 利用率：1.91%
【训练】迭代 1407 | 训练损失：2.5325 | 耗时：36.38ms | GPU 利用率：1.91%
【训练】迭代 1408 | 训练损失：2.4003 | 耗时：36.49ms | GPU 利用率：1.92%
【训练】迭代 1409 | 训练损失：2.5437 | 耗时：37.04ms | GPU 利用率：1.92%
【训练】迭代 1410 | 训练损失：2.4989 | 耗时：36.68ms | GPU 利用率：1.92%
【训练】迭代 1411 | 训练损失：2.4846 | 耗时：36.57ms | GPU 利用率：1.92%
【训练】迭代 1412 | 训练损失：2.3239 | 耗时：38.49ms | GPU 利用率：1.91%
【训练】迭代 1413 | 训练损失：2.5154 | 耗时：35.78ms | GPU 利用率：1.92%
【训练】迭代 1414 | 训练损失：2.4140 | 耗时：37.18ms | GPU 利用率：1.92%
【训练】迭代 1415 | 训练损失：2.5413 | 耗时：35.24ms | GPU 利用率：1.93%
【训练】迭代 1416 | 训练损失：2.5438 | 耗时：38.43ms | GPU 利用率：1.92%
【训练】迭代 1417 | 训练损失：2.4669 | 耗时：35.40ms | GPU 利用率：1.93%
【训练】迭代 1418 | 训练损失：2.5683 | 耗时：38.47ms | GPU 利用率：1.92%
【训练】迭代 1419 | 训练损失：2.4165 | 耗时：37.10ms | GPU 利用率：1.92%
【训练】迭代 1420 | 训练损失：2.4677 | 耗时：36.87ms | GPU 利用率：1.92%
【训练】迭代 1421 | 训练损失：2.4117 | 耗时：35.61ms | GPU 利用率：1.93%
【训练】迭代 1422 | 训练损失：2.4941 | 耗时：36.78ms | GPU 利用率：1.93%
【训练】迭代 1423 | 训练损失：2.3956 | 耗时：36.22ms | GPU 利用率：1.93%
【训练】迭代 1424 | 训练损失：2.5129 | 耗时：40.02ms | GPU 利用率：1.91%
【训练】迭代 1425 | 训练损失：2.4473 | 耗时：36.32ms | GPU 利用率：1.92%
【训练】迭代 1426 | 训练损失：2.4413 | 耗时：35.78ms | GPU 利用率：1.92%
【训练】迭代 1427 | 训练损失：2.5124 | 耗时：37.12ms | GPU 利用率：1.92%
【训练】迭代 1428 | 训练损失：2.6178 | 耗时：38.36ms | GPU 利用率：1.91%
【训练】迭代 1429 | 训练损失：2.5029 | 耗时：36.96ms | GPU 利用率：1.91%
【训练】迭代 1430 | 训练损失：2.4539 | 耗时：38.45ms | GPU 利用率：1.91%
【训练】迭代 1431 | 训练损失：2.5212 | 耗时：36.13ms | GPU 利用率：1.91%
【训练】迭代 1432 | 训练损失：2.4983 | 耗时：35.89ms | GPU 利用率：1.92%
【训练】迭代 1433 | 训练损失：2.5453 | 耗时：37.33ms | GPU 利用率：1.92%
【训练】迭代 1434 | 训练损失：2.2477 | 耗时：38.87ms | GPU 利用率：1.91%
【训练】迭代 1435 | 训练损失：2.4012 | 耗时：38.27ms | GPU 利用率：1.90%
【训练】迭代 1436 | 训练损失：2.4297 | 耗时：35.93ms | GPU 利用率：1.91%
【训练】迭代 1437 | 训练损失：2.3895 | 耗时：36.15ms | GPU 利用率：1.91%
【训练】迭代 1438 | 训练损失：2.3672 | 耗时：35.83ms | GPU 利用率：1.92%
【训练】迭代 1439 | 训练损失：2.4360 | 耗时：37.78ms | GPU 利用率：1.92%
【训练】迭代 1440 | 训练损失：2.5215 | 耗时：36.46ms | GPU 利用率：1.92%
【训练】迭代 1441 | 训练损失：2.4860 | 耗时：36.26ms | GPU 利用率：1.92%
【训练】迭代 1442 | 训练损失：2.3423 | 耗时：38.46ms | GPU 利用率：1.91%
【训练】迭代 1443 | 训练损失：2.4296 | 耗时：35.95ms | GPU 利用率：1.92%
【训练】迭代 1444 | 训练损失：2.4150 | 耗时：36.61ms | GPU 利用率：1.92%
【训练】迭代 1445 | 训练损失：2.4502 | 耗时：37.05ms | GPU 利用率：1.92%
【训练】迭代 1446 | 训练损失：2.4631 | 耗时：36.49ms | GPU 利用率：1.92%
【训练】迭代 1447 | 训练损失：2.3770 | 耗时：37.23ms | GPU 利用率：1.92%
【训练】迭代 1448 | 训练损失：2.4588 | 耗时：37.76ms | GPU 利用率：1.92%
【训练】迭代 1449 | 训练损失：2.6467 | 耗时：36.55ms | GPU 利用率：1.92%
【训练】迭代 1450 | 训练损失：2.6303 | 耗时：36.54ms | GPU 利用率：1.92%
【训练】迭代 1451 | 训练损失：2.5008 | 耗时：36.79ms | GPU 利用率：1.92%
【训练】迭代 1452 | 训练损失：2.6195 | 耗时：37.09ms | GPU 利用率：1.92%
【训练】迭代 1453 | 训练损失：2.5964 | 耗时：35.53ms | GPU 利用率：1.93%
【训练】迭代 1454 | 训练损失：2.4090 | 耗时：38.87ms | GPU 利用率：1.92%
【训练】迭代 1455 | 训练损失：2.4693 | 耗时：37.07ms | GPU 利用率：1.92%
【训练】迭代 1456 | 训练损失：2.5443 | 耗时：36.83ms | GPU 利用率：1.92%
【训练】迭代 1457 | 训练损失：2.3522 | 耗时：35.77ms | GPU 利用率：1.92%
【训练】迭代 1458 | 训练损失：2.4153 | 耗时：36.93ms | GPU 利用率：1.92%
【训练】迭代 1459 | 训练损失：2.4029 | 耗时：36.87ms | GPU 利用率：1.92%
【训练】迭代 1460 | 训练损失：2.5398 | 耗时：38.43ms | GPU 利用率：1.92%
【训练】迭代 1461 | 训练损失：2.4743 | 耗时：35.71ms | GPU 利用率：1.92%
【训练】迭代 1462 | 训练损失：2.5401 | 耗时：36.01ms | GPU 利用率：1.93%
【训练】迭代 1463 | 训练损失：2.3865 | 耗时：39.51ms | GPU 利用率：1.91%
【训练】迭代 1464 | 训练损失：2.4738 | 耗时：35.31ms | GPU 利用率：1.92%
【训练】迭代 1465 | 训练损失：2.4771 | 耗时：36.01ms | GPU 利用率：1.93%
【训练】迭代 1466 | 训练损失：2.4781 | 耗时：37.37ms | GPU 利用率：1.92%
【训练】迭代 1467 | 训练损失：2.3864 | 耗时：37.44ms | GPU 利用率：1.92%
【训练】迭代 1468 | 训练损失：2.4011 | 耗时：36.13ms | GPU 利用率：1.93%
【训练】迭代 1469 | 训练损失：2.3913 | 耗时：35.95ms | GPU 利用率：1.93%
【训练】迭代 1470 | 训练损失：2.4730 | 耗时：37.79ms | GPU 利用率：1.92%
【训练】迭代 1471 | 训练损失：2.6627 | 耗时：35.99ms | GPU 利用率：1.93%
【训练】迭代 1472 | 训练损失：2.5630 | 耗时：38.59ms | GPU 利用率：1.92%
【训练】迭代 1473 | 训练损失：2.4212 | 耗时：36.32ms | GPU 利用率：1.92%
【训练】迭代 1474 | 训练损失：2.5720 | 耗时：37.60ms | GPU 利用率：1.92%
【训练】迭代 1475 | 训练损失：2.4651 | 耗时：37.20ms | GPU 利用率：1.92%
【训练】迭代 1476 | 训练损失：2.3954 | 耗时：36.36ms | GPU 利用率：1.92%
【训练】迭代 1477 | 训练损失：2.2914 | 耗时：36.87ms | GPU 利用率：1.92%
【训练】迭代 1478 | 训练损失：2.5073 | 耗时：38.01ms | GPU 利用率：1.92%
【训练】迭代 1479 | 训练损失：2.4077 | 耗时：35.39ms | GPU 利用率：1.92%
【训练】迭代 1480 | 训练损失：2.2777 | 耗时：37.05ms | GPU 利用率：1.92%
【训练】迭代 1481 | 训练损失：2.5583 | 耗时：36.90ms | GPU 利用率：1.92%
【训练】迭代 1482 | 训练损失：2.5332 | 耗时：35.99ms | GPU 利用率：1.93%
【训练】迭代 1483 | 训练损失：2.4784 | 耗时：37.53ms | GPU 利用率：1.92%
【训练】迭代 1484 | 训练损失：2.4515 | 耗时：36.36ms | GPU 利用率：1.93%
【训练】迭代 1485 | 训练损失：2.4394 | 耗时：37.71ms | GPU 利用率：1.92%
【训练】迭代 1486 | 训练损失：2.5190 | 耗时：37.17ms | GPU 利用率：1.92%
【训练】迭代 1487 | 训练损失：2.6229 | 耗时：37.47ms | GPU 利用率：1.92%
【训练】迭代 1488 | 训练损失：2.3489 | 耗时：36.51ms | GPU 利用率：1.92%
【训练】迭代 1489 | 训练损失：2.4258 | 耗时：36.26ms | GPU 利用率：1.92%
【训练】迭代 1490 | 训练损失：2.4816 | 耗时：38.22ms | GPU 利用率：1.92%
【训练】迭代 1491 | 训练损失：2.3957 | 耗时：37.82ms | GPU 利用率：1.91%
【训练】迭代 1492 | 训练损失：2.4217 | 耗时：36.00ms | GPU 利用率：1.92%
【训练】迭代 1493 | 训练损失：2.4446 | 耗时：36.75ms | GPU 利用率：1.92%
【训练】迭代 1494 | 训练损失：2.4205 | 耗时：38.23ms | GPU 利用率：1.91%
【训练】迭代 1495 | 训练损失：2.2081 | 耗时：37.12ms | GPU 利用率：1.91%
【训练】迭代 1496 | 训练损失：2.4469 | 耗时：36.42ms | GPU 利用率：1.92%
【训练】迭代 1497 | 训练损失：2.5155 | 耗时：37.40ms | GPU 利用率：1.91%
【训练】迭代 1498 | 训练损失：2.4189 | 耗时：36.27ms | GPU 利用率：1.92%
【训练】迭代 1499 | 训练损失：2.5020 | 耗时：37.23ms | GPU 利用率：1.92%

【验证】迭代 1500 | 验证损失：2.4957 | 当前学习率：8.3057e-04
【保存】模型已保存至 out-tianlong-char\ckpt.pt
【训练】迭代 1500 | 训练损失：2.3995 | 耗时：2456.63ms | GPU 利用率：1.73%
【训练】迭代 1501 | 训练损失：2.3939 | 耗时：36.60ms | GPU 利用率：1.75%
【训练】迭代 1502 | 训练损失：2.4499 | 耗时：36.64ms | GPU 利用率：1.77%
【训练】迭代 1503 | 训练损失：2.4277 | 耗时：36.31ms | GPU 利用率：1.79%
【训练】迭代 1504 | 训练损失：2.5830 | 耗时：38.02ms | GPU 利用率：1.79%
【训练】迭代 1505 | 训练损失：2.4501 | 耗时：35.79ms | GPU 利用率：1.81%
【训练】迭代 1506 | 训练损失：2.4091 | 耗时：39.48ms | GPU 利用率：1.81%
【训练】迭代 1507 | 训练损失：2.4735 | 耗时：36.28ms | GPU 利用率：1.82%
【训练】迭代 1508 | 训练损失：2.4529 | 耗时：35.73ms | GPU 利用率：1.84%
【训练】迭代 1509 | 训练损失：2.5631 | 耗时：36.50ms | GPU 利用率：1.85%
【训练】迭代 1510 | 训练损失：2.4464 | 耗时：37.90ms | GPU 利用率：1.85%
【训练】迭代 1511 | 训练损失：2.4436 | 耗时：36.35ms | GPU 利用率：1.86%
【训练】迭代 1512 | 训练损失：2.3865 | 耗时：39.25ms | GPU 利用率：1.86%
【训练】迭代 1513 | 训练损失：2.5322 | 耗时：37.65ms | GPU 利用率：1.86%
【训练】迭代 1514 | 训练损失：2.6184 | 耗时：34.70ms | GPU 利用率：1.88%
【训练】迭代 1515 | 训练损失：2.4566 | 耗时：37.44ms | GPU 利用率：1.88%
【训练】迭代 1516 | 训练损失：2.5769 | 耗时：36.06ms | GPU 利用率：1.89%
【训练】迭代 1517 | 训练损失：2.4843 | 耗时：37.87ms | GPU 利用率：1.89%
【训练】迭代 1518 | 训练损失：2.4193 | 耗时：36.80ms | GPU 利用率：1.89%
【训练】迭代 1519 | 训练损失：2.2973 | 耗时：37.02ms | GPU 利用率：1.89%
【训练】迭代 1520 | 训练损失：2.4781 | 耗时：35.96ms | GPU 利用率：1.90%
【训练】迭代 1521 | 训练损失：2.3923 | 耗时：37.39ms | GPU 利用率：1.90%
【训练】迭代 1522 | 训练损失：2.3469 | 耗时：37.71ms | GPU 利用率：1.90%
【训练】迭代 1523 | 训练损失：2.4232 | 耗时：35.62ms | GPU 利用率：1.91%
【训练】迭代 1524 | 训练损失：2.4008 | 耗时：38.44ms | GPU 利用率：1.90%
【训练】迭代 1525 | 训练损失：2.4742 | 耗时：36.75ms | GPU 利用率：1.90%
【训练】迭代 1526 | 训练损失：2.4140 | 耗时：37.24ms | GPU 利用率：1.90%
【训练】迭代 1527 | 训练损失：2.5694 | 耗时：36.26ms | GPU 利用率：1.91%
【训练】迭代 1528 | 训练损失：2.4748 | 耗时：37.06ms | GPU 利用率：1.91%
【训练】迭代 1529 | 训练损失：2.4356 | 耗时：37.07ms | GPU 利用率：1.91%
【训练】迭代 1530 | 训练损失：2.4411 | 耗时：38.36ms | GPU 利用率：1.90%
【训练】迭代 1531 | 训练损失：2.3786 | 耗时：36.00ms | GPU 利用率：1.91%
【训练】迭代 1532 | 训练损失：2.5269 | 耗时：36.97ms | GPU 利用率：1.91%
【训练】迭代 1533 | 训练损失：2.5093 | 耗时：35.99ms | GPU 利用率：1.92%
【训练】迭代 1534 | 训练损失：2.4525 | 耗时：38.25ms | GPU 利用率：1.91%
【训练】迭代 1535 | 训练损失：2.2093 | 耗时：35.71ms | GPU 利用率：1.92%
【训练】迭代 1536 | 训练损失：2.4426 | 耗时：37.78ms | GPU 利用率：1.91%
【训练】迭代 1537 | 训练损失：2.3284 | 耗时：37.90ms | GPU 利用率：1.91%
【训练】迭代 1538 | 训练损失：2.4374 | 耗时：34.99ms | GPU 利用率：1.92%
【训练】迭代 1539 | 训练损失：2.4936 | 耗时：36.51ms | GPU 利用率：1.92%
【训练】迭代 1540 | 训练损失：2.4778 | 耗时：37.65ms | GPU 利用率：1.92%
【训练】迭代 1541 | 训练损失：2.3956 | 耗时：36.18ms | GPU 利用率：1.92%
【训练】迭代 1542 | 训练损失：2.4252 | 耗时：38.74ms | GPU 利用率：1.91%
【训练】迭代 1543 | 训练损失：2.4290 | 耗时：38.09ms | GPU 利用率：1.91%
【训练】迭代 1544 | 训练损失：2.4210 | 耗时：37.40ms | GPU 利用率：1.91%
【训练】迭代 1545 | 训练损失：2.5224 | 耗时：35.08ms | GPU 利用率：1.92%
【训练】迭代 1546 | 训练损失：2.4052 | 耗时：37.72ms | GPU 利用率：1.91%
【训练】迭代 1547 | 训练损失：2.4112 | 耗时：37.94ms | GPU 利用率：1.91%
【训练】迭代 1548 | 训练损失：2.5313 | 耗时：36.35ms | GPU 利用率：1.91%
【训练】迭代 1549 | 训练损失：2.5420 | 耗时：37.43ms | GPU 利用率：1.91%
【训练】迭代 1550 | 训练损失：2.4528 | 耗时：35.52ms | GPU 利用率：1.92%
【训练】迭代 1551 | 训练损失：2.4806 | 耗时：36.59ms | GPU 利用率：1.92%
【训练】迭代 1552 | 训练损失：2.4369 | 耗时：36.09ms | GPU 利用率：1.93%
【训练】迭代 1553 | 训练损失：2.4057 | 耗时：36.85ms | GPU 利用率：1.93%
【训练】迭代 1554 | 训练损失：2.4235 | 耗时：39.16ms | GPU 利用率：1.91%
【训练】迭代 1555 | 训练损失：2.3224 | 耗时：35.62ms | GPU 利用率：1.92%
【训练】迭代 1556 | 训练损失：2.4258 | 耗时：38.69ms | GPU 利用率：1.91%
【训练】迭代 1557 | 训练损失：2.4099 | 耗时：36.80ms | GPU 利用率：1.91%
【训练】迭代 1558 | 训练损失：2.3820 | 耗时：38.02ms | GPU 利用率：1.91%
【训练】迭代 1559 | 训练损失：2.5731 | 耗时：35.85ms | GPU 利用率：1.92%
【训练】迭代 1560 | 训练损失：2.5573 | 耗时：38.80ms | GPU 利用率：1.91%
【训练】迭代 1561 | 训练损失：2.5291 | 耗时：35.98ms | GPU 利用率：1.91%
【训练】迭代 1562 | 训练损失：2.3317 | 耗时：36.27ms | GPU 利用率：1.92%
【训练】迭代 1563 | 训练损失：2.4399 | 耗时：36.95ms | GPU 利用率：1.92%
【训练】迭代 1564 | 训练损失：2.4977 | 耗时：38.26ms | GPU 利用率：1.91%
【训练】迭代 1565 | 训练损失：2.4462 | 耗时：37.06ms | GPU 利用率：1.91%
【训练】迭代 1566 | 训练损失：2.4655 | 耗时：37.82ms | GPU 利用率：1.91%
【训练】迭代 1567 | 训练损失：2.4619 | 耗时：36.63ms | GPU 利用率：1.91%
【训练】迭代 1568 | 训练损失：2.4053 | 耗时：36.80ms | GPU 利用率：1.91%
【训练】迭代 1569 | 训练损失：2.4397 | 耗时：35.99ms | GPU 利用率：1.92%
【训练】迭代 1570 | 训练损失：2.4647 | 耗时：36.81ms | GPU 利用率：1.92%
【训练】迭代 1571 | 训练损失：2.5576 | 耗时：36.04ms | GPU 利用率：1.92%
【训练】迭代 1572 | 训练损失：2.4867 | 耗时：39.60ms | GPU 利用率：1.91%
【训练】迭代 1573 | 训练损失：2.4778 | 耗时：35.96ms | GPU 利用率：1.92%
【训练】迭代 1574 | 训练损失：2.4029 | 耗时：36.73ms | GPU 利用率：1.92%
【训练】迭代 1575 | 训练损失：2.4799 | 耗时：36.10ms | GPU 利用率：1.92%
【训练】迭代 1576 | 训练损失：2.5472 | 耗时：37.01ms | GPU 利用率：1.92%
【训练】迭代 1577 | 训练损失：2.4416 | 耗时：35.91ms | GPU 利用率：1.93%
